"date","AI.PA.Adjusted"
2009-06-18,23.0776691436768
2009-06-19,23.1162776947021
2009-06-22,22.3142623901367
2009-06-23,22.3458499908447
2009-06-24,23.0653839111328
2009-06-25,22.8003845214844
2009-06-26,23.0636310577393
2009-06-29,23.4637584686279
2009-06-30,22.8530368804932
2009-07-01,23.5164070129395
2009-07-02,22.6705207824707
2009-07-03,22.7828369140625
2009-07-06,22.2931995391846
2009-07-07,22.1651000976562
2009-07-08,21.950984954834
2009-07-09,22.0773487091064
2009-07-10,21.6807270050049
2009-07-13,22.3370780944824
2009-07-14,22.3967437744141
2009-07-15,22.9530639648438
2009-07-16,23.2531642913818
2009-07-17,23.3233642578125
2009-07-20,23.6989231109619
2009-07-21,24.2183895111084
2009-07-22,24.4675941467285
2009-07-23,24.7975254058838
2009-07-24,24.8115653991699
2009-07-27,24.6816959381104
2009-07-28,24.9028205871582
2009-07-29,25.299446105957
2009-07-30,25.2713623046875
2009-07-31,25.7136135101318
2009-08-03,26.1663970947266
2009-08-04,26.2225513458252
2009-08-05,25.794340133667
2009-08-06,25.7978496551514
2009-08-07,25.7978496551514
2009-08-10,25.89963722229
2009-08-11,25.3415584564209
2009-08-12,25.8680477142334
2009-08-13,26.1628837585449
2009-08-14,25.3836841583252
2009-08-17,24.9870662689209
2009-08-18,25.1906433105469
2009-08-19,25.4152736663818
2009-08-20,25.6925525665283
2009-08-21,26.1874504089355
2009-08-24,26.4752655029297
2009-08-25,26.412088394165
2009-08-26,26.1488456726074
2009-08-27,26.0154666900635
2009-08-28,26.2611618041992
2009-08-31,26.1312923431396
2009-09-01,25.8329524993896
2009-09-02,25.534610748291
2009-09-03,25.3661289215088
2009-09-04,25.3977184295654
2009-09-07,25.9382495880127
2009-09-08,26.1488456726074
2009-09-09,26.7244701385498
2009-09-10,26.6718215942383
2009-09-11,26.9806938171387
2009-09-14,27.1070461273193
2009-09-15,27.2369136810303
2009-09-16,27.7283058166504
2009-09-17,27.651086807251
2009-09-18,27.6159858703613
2009-09-21,27.6265163421631
2009-09-22,27.3492317199707
2009-09-23,27.4229412078857
2009-09-24,27.2825508117676
2009-09-25,26.868371963501
2009-09-28,27.7914791107178
2009-09-29,27.6616115570068
2009-09-30,27.2895641326904
2009-10-01,26.5875816345215
2009-10-02,26.0014209747314
2009-10-05,26.2295703887939
2009-10-06,26.7806262969971
2009-10-07,26.805196762085
2009-10-08,27.3632717132568
2009-10-09,27.2895641326904
2009-10-12,27.3773097991943
2009-10-13,26.9034748077393
2009-10-14,27.8300876617432
2009-10-15,27.6791667938232
2009-10-16,27.3983745574951
2009-10-19,28.1600227355957
2009-10-20,27.8441276550293
2009-10-21,27.991548538208
2009-10-22,27.2369136810303
2009-10-23,27.0684413909912
2009-10-26,26.7525501251221
2009-10-27,26.885929107666
2009-10-28,26.405065536499
2009-10-29,26.8508205413818
2009-10-30,25.7627563476562
2009-11-02,26.1488456726074
2009-11-03,25.9908962249756
2009-11-04,26.6577796936035
2009-11-05,26.9912185668945
2009-11-06,26.9631404876709
2009-11-09,27.4931392669678
2009-11-10,27.2930774688721
2009-11-11,27.5001564025879
2009-11-12,27.6791667938232
2009-11-13,27.5492935180664
2009-11-16,28.0617446899414
2009-11-17,27.749361038208
2009-11-18,27.5914173126221
2009-11-19,27.2720184326172
2009-11-20,27.4475135803223
2009-11-23,27.9178409576416
2009-11-24,27.8932666778564
2009-11-25,27.9810104370117
2009-11-26,27.0473747253418
2009-11-27,27.3106250762939
2009-11-30,27.1667156219482
2009-12-01,27.8371124267578
2009-12-02,28.2547950744629
2009-12-03,28.2056522369385
2009-12-04,28.5531330108643
2009-12-07,28.6198196411133
2009-12-08,27.7914791107178
2009-12-09,27.8195552825928
2009-12-10,27.8792266845703
2009-12-11,28.4478321075439
2009-12-14,28.6654491424561
2009-12-15,28.6724700927734
2009-12-16,28.8584995269775
2009-12-17,28.788293838501
2009-12-18,28.6970405578613
2009-12-21,29.2867050170898
2009-12-22,29.2902126312256
2009-12-23,29.363920211792
2009-12-24,29.3323230743408
2009-12-28,29.5288887023926
2009-12-29,29.3112754821777
2009-12-30,29.2691478729248
2009-12-31,29.1427993774414
2010-01-04,29.6587581634521
2010-01-05,29.0655822753906
2010-01-06,28.8865776062012
2010-01-07,28.8514785766602
2010-01-08,28.9427337646484
2010-01-11,28.7637348175049
2010-01-12,28.6163120269775
2010-01-13,28.9216785430908
2010-01-14,28.6935291290283
2010-01-15,28.0757827758789
2010-01-18,28.3214778900146
2010-01-19,28.798828125
2010-01-20,28.0792961120605
2010-01-21,27.6265163421631
2010-01-22,27.6405506134033
2010-01-25,27.1105613708496
2010-01-26,27.4510192871094
2010-01-27,27.1316184997559
2010-01-28,26.4717578887939
2010-01-29,27.0228099822998
2010-02-01,27.5528087615967
2010-02-02,27.9669742584229
2010-02-03,27.7107563018799
2010-02-04,27.1316184997559
2010-02-05,26.6191673278809
2010-02-08,27.4475135803223
2010-02-09,27.2755298614502
2010-02-10,27.415922164917
2010-02-11,27.4475135803223
2010-02-12,27.6791667938232
2010-02-15,28.0371723175049
2010-02-16,28.9006156921387
2010-02-17,29.49729347229
2010-02-18,29.6166400909424
2010-02-19,29.9921932220459
2010-02-22,29.5815391540527
2010-02-23,29.5113372802734
2010-02-24,29.6412010192871
2010-02-25,29.1498146057129
2010-02-26,30.7854328155518
2010-03-01,31.2276840209961
2010-03-02,31.2417240142822
2010-03-03,31.217155456543
2010-03-04,31.0416603088379
2010-03-05,31.5892086029053
2010-03-08,31.1539745330811
2010-03-09,31.2276840209961
2010-03-10,31.3505363464355
2010-03-11,31.1996078491211
2010-03-12,31.0732498168945
2010-03-15,30.8872222900391
2010-03-16,31.1329193115234
2010-03-17,31.2382221221924
2010-03-18,30.8415927886963
2010-03-19,30.6310024261475
2010-03-22,30.9574241638184
2010-03-23,30.9153022766113
2010-03-24,30.6029224395752
2010-03-25,30.981990814209
2010-03-26,30.8556346893311
2010-03-29,30.817024230957
2010-03-30,30.9188060760498
2010-03-31,31.1960906982422
2010-04-01,31.5260219573975
2010-04-06,31.6874885559082
2010-04-07,31.3505363464355
2010-04-08,30.9223155975342
2010-04-09,31.248743057251
2010-04-12,31.1399345397949
2010-04-13,30.9574241638184
2010-04-14,30.9644432067871
2010-04-15,31.0732498168945
2010-04-16,30.3466968536377
2010-04-19,30.3923282623291
2010-04-20,30.7889461517334
2010-04-21,30.9012603759766
2010-04-22,30.9223155975342
2010-04-23,31.0170917510986
2010-04-26,31.5400638580322
2010-04-27,30.6310024261475
2010-04-28,29.9816608428955
2010-04-29,30.9117946624756
2010-04-30,30.8275527954102
2010-05-03,30.9258289337158
2010-05-04,29.8166999816895
2010-05-05,29.5288887023926
2010-05-06,29.5113372802734
2010-05-07,29.328821182251
2010-05-10,30.6169586181641
2010-05-11,30.3853015899658
2010-05-12,30.9654808044434
2010-05-13,31.1420612335205
2010-05-14,29.9492740631104
2010-05-17,30.0393581390381
2010-05-18,30.5042285919189
2010-05-19,29.8375682830811
2010-05-20,29.2790069580078
2010-05-21,29.3871192932129
2010-05-24,29.5168495178223
2010-05-25,28.7060413360596
2010-05-26,29.7654933929443
2010-05-27,31.0123233795166
2010-05-28,30.6121978759766
2010-05-31,30.7238445281982
2010-06-01,31.2011890411377
2010-06-02,30.9509620666504
2010-06-03,31.7478370666504
2010-06-04,30.9432640075684
2010-06-07,30.9702129364014
2010-06-08,30.9047660827637
2010-06-09,31.6515941619873
2010-06-10,32.3291358947754
2010-06-11,32.3907203674316
2010-06-14,32.9142723083496
2010-06-15,32.7833824157715
2010-06-16,32.9604721069336
2010-06-17,32.9258155822754
2010-06-18,32.7448844909668
2010-06-21,33.2838401794434
2010-06-22,33.3415794372559
2010-06-23,32.9104232788086
2010-06-24,32.510066986084
2010-06-25,32.6063041687012
2010-06-28,33.2145385742188
2010-06-29,31.8710308074951
2010-06-30,32.1289520263672
2010-07-01,31.0626049041748
2010-07-02,31.3051204681396
2010-07-05,30.7392349243164
2010-07-06,31.5053043365479
2010-07-07,31.7555351257324
2010-07-08,32.1058540344238
2010-07-09,32.4677238464355
2010-07-12,32.6755905151367
2010-07-13,33.164493560791
2010-07-14,33.3377304077148
2010-07-15,33.1875953674316
2010-07-16,32.621696472168
2010-07-19,32.3945808410645
2010-07-20,32.2482795715332
2010-07-21,32.6409492492676
2010-07-22,33.4070167541504
2010-07-23,33.7919845581055
2010-07-26,33.8035316467285
2010-07-27,33.7072906494141
2010-07-28,33.5148162841797
2010-07-29,33.1452560424805
2010-07-30,33.2491836547852
2010-08-02,34.3886795043945
2010-08-03,33.7496376037598
2010-08-04,33.9806137084961
2010-08-05,33.9575157165527
2010-08-06,33.6456985473633
2010-08-09,33.8959197998047
2010-08-10,33.3685264587402
2010-08-11,32.6948394775391
2010-08-12,32.8372840881348
2010-08-13,32.3945808410645
2010-08-16,32.4561653137207
2010-08-17,33.0836524963379
2010-08-18,32.8873252868652
2010-08-19,32.1635856628418
2010-08-20,31.7054862976074
2010-08-23,31.5553569793701
2010-08-24,31.2666301727295
2010-08-25,30.9548091888428
2010-08-26,31.3782749176025
2010-08-27,31.7324352264404
2010-08-30,31.439868927002
2010-08-31,31.5900020599365
2010-09-01,32.7910842895508
2010-09-02,32.7641296386719
2010-09-03,33.0413017272949
2010-09-06,33.4455184936523
2010-09-07,33.3184776306152
2010-09-08,33.5610084533691
2010-09-09,33.911319732666
2010-09-10,34.3001327514648
2010-09-13,34.4926147460938
2010-09-14,34.7274398803711
2010-09-15,34.4079208374023
2010-09-16,34.3386306762695
2010-09-17,34.5657615661621
2010-09-20,34.977668762207
